group_generation,code,Wege,activity,group_dest_mode,group_erzeugung,rate
NEhPW,WVOW,0.13791923164689224,N,NEhP,NEf,0.04597307721563074
NEoPW,WVOW,0.13791923164689224,N,NEoP,NEf,0.04597307721563074
NEePW,WVBW,0.06548341160529181,N,NEeP,NEf,0.0218278038684306
NEhPW,WVBW,0.06548341160529181,N,NEhP,NEf,0.0218278038684306
NEoPW,WVBW,0.06548341160529181,N,NEoP,NEf,0.0218278038684306
NEePW,WVFW,0.03972964755764996,N,NEeP,NEf,0.013243215852549988
NEhPW,WVFW,0.03972964755764996,N,NEhP,NEf,0.013243215852549988
NEoPW,WVFW,0.03972964755764996,N,NEoP,NEf,0.013243215852549988
NEePW,WVOW,0.16044493952953304,N,NEeP,NEf,0.05348164650984435
NEhPW,WVOW,0.16044493952953304,N,NEhP,NEf,0.05348164650984435
NEoPW,WVOW,0.16044493952953304,N,NEoP,NEf,0.05348164650984435
EWePW,WAW,0.6978392030881237,N,EWeP,EWf,0.3489196015440619
EWhPW,WAW,0.6978392030881237,N,EWhP,EWf,0.3489196015440619
EWoPW,WAW,0.6978392030881237,N,EWoP,EWf,0.3489196015440619
EWePW,WBW,0.12611525645223212,N,EWeP,EWf,0.06305762822611606
EWhPW,WBW,0.12611525645223212,N,EWhP,EWf,0.06305762822611606
EWoPW,WBW,0.12611525645223212,N,EWoP,EWf,0.06305762822611606
EWePW,WEW,0.060358819568712314,N,EWeP,EWf,0.030179409784356157
EWhPW,WEW,0.060358819568712314,N,EWhP,EWf,0.030179409784356157
EWoPW,WEW,0.060358819568712314,N,EWoP,EWf,0.030179409784356157
EWePW,WFW,0.10890404343754374,N,EWeP,EWf,0.05445202171877187
EWhPW,WFW,0.10890404343754374,N,EWhP,EWf,0.05445202171877187
EWoPW,WFW,0.10890404343754374,N,EWoP,EWf,0.05445202171877187
EWePW,WGW,0.049359329472608224,N,EWeP,EWf,0.024679664736304112
EWhPW,WGW,0.049359329472608224,N,EWhP,EWf,0.024679664736304112
EWoPW,WGW,0.049359329472608224,N,EWoP,EWf,0.024679664736304112
EWePW,WKW,0.10295327373784499,N,EWeP,EWf,0.0514766368689225
EWhPW,WKW,0.10295327373784499,N,EWhP,EWf,0.0514766368689225
EWoPW,WKW,0.10295327373784499,N,EWoP,EWf,0.0514766368689225
EWePW,WOW,0.14266304742761676,N,EWeP,EWf,0.07133152371380838
