group_generation,code,Wege,activity,group_dest_mode,group_erzeugung,rate
EWhPW,WOW,0.14266304742761676,N,EWhP,EWf,0.07133152371380838
EWoPW,WOW,0.14266304742761676,N,EWoP,EWf,0.07133152371380838
EWePW,WRW,0.010413620327387466,N,EWeP,EWf,0.005206810163693733
EWhPW,WRW,0.010413620327387466,N,EWhP,EWf,0.005206810163693733
EWoPW,WRW,0.010413620327387466,N,EWoP,EWf,0.005206810163693733
EWePW,WSW,0.05938308462637802,N,EWeP,EWf,0.02969154231318901
EWhPW,WSW,0.05938308462637802,N,EWhP,EWf,0.02969154231318901
EWoPW,WSW,0.05938308462637802,N,EWoP,EWf,0.02969154231318901
EWePW,WTW,0.02842422744456867,N,EWeP,EWf,0.014212113722284337
EWhPW,WTW,0.02842422744456867,N,EWhP,EWf,0.014212113722284337
EWoPW,WTW,0.02842422744456867,N,EWoP,EWf,0.014212113722284337
EWePW,WVW,0.14455025723275375,N,EWeP,EWf,0.07227512861637687
EWhPW,WVW,0.14455025723275375,N,EWhP,EWf,0.07227512861637687
EWoPW,WVW,0.14455025723275375,N,EWoP,EWf,0.07227512861637687
EWePW,WAAW,0.2586414903135074,N,EWeP,EWf,0.08621383010450248
EWhPW,WAAW,0.2586414903135074,N,EWhP,EWf,0.08621383010450248
EWoPW,WAAW,0.2586414903135074,N,EWoP,EWf,0.08621383010450248
EWePW,WABW,0.04742101567098412,N,EWeP,EWf,0.015807005223661373
EWhPW,WABW,0.04742101567098412,N,EWhP,EWf,0.015807005223661373
EWoPW,WABW,0.04742101567098412,N,EWoP,EWf,0.015807005223661373
EWePW,WAOW,0.03354425716238033,N,EWeP,EWf,0.011181419054126776
EWhPW,WAOW,0.03354425716238033,N,EWhP,EWf,0.011181419054126776
EWoPW,WAOW,0.03354425716238033,N,EWoP,EWf,0.011181419054126776
EWePW,WARW,0.03256219686521657,N,EWeP,EWf,0.010854065621738856
EWhPW,WARW,0.03256219686521657,N,EWhP,EWf,0.010854065621738856
EWoPW,WARW,0.03256219686521657,N,EWoP,EWf,0.010854065621738856
EWePW,WAVW,0.0938801291353133,N,EWeP,EWf,0.031293376378437765
EWhPW,WAVW,0.0938801291353133,N,EWhP,EWf,0.031293376378437765
EWoPW,WAVW,0.0938801291353133,N,EWoP,EWf,0.031293376378437765
EWePW,WAEW,0.0545285575943919,N,EWeP,EWf,0.0181761858647973
EWhPW,WAEW,0.0545285575943919,N,EWhP,EWf,0.0181761858647973
EWoPW,WAEW,0.0545285575943919,N,EWoP,EWf,0.0181761858647973
EWePW,WAFW,0.019543983098400133,N,EWeP,EWf,0.006514661032800044
EWhPW,WAFW,0.019543983098400133,N,EWhP,EWf,0.006514661032800044
EWoPW,WAFW,0.019543983098400133,N,EWoP,EWf,0.006514661032800044
EWePW,WAGW,0.02696249349896156,N,EWeP,EWf,0.008987497832987187
EWhPW,WAGW,0.02696249349896156,N,EWhP,EWf,0.008987497832987187
EWoPW,WAGW,0.02696249349896156,N,EWoP,EWf,0.008987497832987187
EWePW,WAKW,0.08446248232637737,N,EWeP,EWf,0.028154160775459125
EWhPW,WAKW,0.08446248232637737,N,EWhP,EWf,0.028154160775459125
EWoPW,WAKW,0.08446248232637737,N,EWoP,EWf,0.028154160775459125
EWePW,WAMW,0.0204164724636905,N,EWeP,EWf,0.0068054908212301654
EWhPW,WAMW,0.0204164724636905,N,EWhP,EWf,0.0068054908212301654
EWoPW,WAMW,0.0204164724636905,N,EWoP,EWf,0.0068054908212301654
EWePW,WASW,0.03862858097662557,N,EWeP,EWf,0.01287619365887519
EWhPW,WASW,0.03862858097662557,N,EWhP,EWf,0.01287619365887519
EWoPW,WASW,0.03862858097662557,N,EWoP,EWf,0.01287619365887519
EWePW,WATW,0.019119376112329244,N,EWeP,EWf,0.006373125370776415
EWhPW,WATW,0.019119376112329244,N,EWhP,EWf,0.006373125370776415
EWoPW,WATW,0.019119376112329244,N,EWoP,EWf,0.006373125370776415
EWePW,WBBW,0.06806171859991908,N,EWeP,EWf,0.022687239533306355
EWhPW,WBBW,0.06806171859991908,N,EWhP,EWf,0.022687239533306355
EWoPW,WBBW,0.06806171859991908,N,EWoP,EWf,0.022687239533306355
EWePW,WBEW,0.027549380423229755,N,EWeP,EWf,0.009183126807743252
EWhPW,WBEW,0.027549380423229755,N,EWhP,EWf,0.009183126807743252
EWoPW,WBEW,0.027549380423229755,N,EWoP,EWf,0.009183126807743252
EWePW,WBOW,0.014721049726478756,N,EWeP,EWf,0.004907016575492919
EWhPW,WBOW,0.014721049726478756,N,EWhP,EWf,0.004907016575492919
EWoPW,WBOW,0.014721049726478756,N,EWoP,EWf,0.004907016575492919
EWePW,WBVW,0.03378551408499398,N,EWeP,EWf,0.011261838028331328
EWhPW,WBVW,0.03378551408499398,N,EWhP,EWf,0.011261838028331328
EWoPW,WBVW,0.03378551408499398,N,EWoP,EWf,0.011261838028331328
EWePW,WEEW,0.03942182983658332,N,EWeP,EWf,0.013140609945527772
EWhPW,WEEW,0.03942182983658332,N,EWhP,EWf,0.013140609945527772
EWoPW,WEEW,0.03942182983658332,N,EWoP,EWf,0.013140609945527772
EWePW,WEOW,0.004695487519427606,N,EWeP,EWf,0.0015651625064758686
EWhPW,WEOW,0.004695487519427606,N,EWhP,EWf,0.0015651625064758686
EWoPW,WEOW,0.004695487519427606,N,EWoP,EWf,0.0015651625064758686
EWePW,WEVW,0.012035847191231346,N,EWeP,EWf,0.004011949063743782
EWhPW,WEVW,0.012035847191231346,N,EWhP,EWf,0.004011949063743782
EWoPW,WEVW,0.012035847191231346,N,EWoP,EWf,0.004011949063743782
EWePW,WFFW,0.05688615785564698,N,EWeP,EWf,0.01896205261854899
EWhPW,WFFW,0.05688615785564698,N,EWhP,EWf,0.01896205261854899
EWoPW,WFFW,0.05688615785564698,N,EWoP,EWf,0.01896205261854899
EWePW,WFBW,0.06143708428240485,N,EWeP,EWf,0.02047902809413495
EWhPW,WFBW,0.06143708428240485,N,EWhP,EWf,0.02047902809413495
EWoPW,WFBW,0.06143708428240485,N,EWoP,EWf,0.02047902809413495
EWePW,WFEW,0.00880669271267095,N,EWeP,EWf,0.0029355642375569826
EWhPW,WFEW,0.00880669271267095,N,EWhP,EWf,0.0029355642375569826
EWoPW,WFEW,0.00880669271267095,N,EWoP,EWf,0.0029355642375569826
EWePW,WFOW,0.008841932785105748,N,EWeP,EWf,0.0029473109283685824
EWhPW,WFOW,0.008841932785105748,N,EWhP,EWf,0.0029473109283685824
EWoPW,WFOW,0.008841932785105748,N,EWoP,EWf,0.0029473109283685824
EWePW,WFVW,0.033600634485842586,N,EWeP,EWf,0.011200211495280865
EWhPW,WFVW,0.033600634485842586,N,EWhP,EWf,0.011200211495280865
EWoPW,WFVW,0.033600634485842586,N,EWoP,EWf,0.011200211495280865
EWePW,WFRW,0.009350375758400142,N,EWeP,EWf,0.003116791919466714
EWhPW,WFRW,0.009350375758400142,N,EWhP,EWf,0.003116791919466714
EWoPW,WFRW,0.009350375758400142,N,EWoP,EWf,0.003116791919466714
EWePW,WGBW,0.019841064990473268,N,EWeP,EWf,0.0066136883301577565
EWhPW,WGBW,0.019841064990473268,N,EWhP,EWf,0.0066136883301577565
EWoPW,WGBW,0.019841064990473268,N,EWoP,EWf,0.0066136883301577565
EWePW,WKBW,0.01733290853749514,N,EWeP,EWf,0.005777636179165047
EWhPW,WKBW,0.01733290853749514,N,EWhP,EWf,0.005777636179165047
EWoPW,WKBW,0.01733290853749514,N,EWoP,EWf,0.005777636179165047
EWePW,WKEW,0.004361379328128704,N,EWeP,EWf,0.0014537931093762347
EWhPW,WKEW,0.004361379328128704,N,EWhP,EWf,0.0014537931093762347
EWoPW,WKEW,0.004361379328128704,N,EWoP,EWf,0.0014537931093762347
EWePW,WKVW,0.014986514628457076,N,EWeP,EWf,0.00499550487615236
EWhPW,WKVW,0.014986514628457076,N,EWhP,EWf,0.00499550487615236
EWoPW,WKVW,0.014986514628457076,N,EWoP,EWf,0.00499550487615236
EWePW,WKGW,0.039062218847022066,N,EWeP,EWf,0.013020739615674027
EWhPW,WKGW,0.039062218847022066,N,EWhP,EWf,0.013020739615674027
EWoPW,WKGW,0.039062218847022066,N,EWoP,EWf,0.013020739615674027
EWePW,WOOW,0.09133573872081713,N,EWeP,EWf,0.030445246240272374
EWhPW,WOOW,0.09133573872081713,N,EWhP,EWf,0.030445246240272374
EWoPW,WOOW,0.09133573872081713,N,EWoP,EWf,0.030445246240272374
EWePW,WORW,0.018129288705333698,N,EWeP,EWf,0.006043096235111233
EWhPW,WORW,0.018129288705333698,N,EWhP,EWf,0.006043096235111233
EWoPW,WORW,0.018129288705333698,N,EWoP,EWf,0.006043096235111233
EWePW,WRRW,0.03463327650188916,N,EWeP,EWf,0.01154442550062972
EWhPW,WRRW,0.03463327650188916,N,EWhP,EWf,0.01154442550062972
EWoPW,WRRW,0.03463327650188916,N,EWoP,EWf,0.01154442550062972
EWePW,WSBW,0.06537024821737336,N,EWeP,EWf,0.02179008273912445
EWhPW,WSBW,0.06537024821737336,N,EWhP,EWf,0.02179008273912445
EWoPW,WSBW,0.06537024821737336,N,EWoP,EWf,0.02179008273912445
EWePW,WSEW,0.02720328288678804,N,EWeP,EWf,0.00906776096226268
EWhPW,WSEW,0.02720328288678804,N,EWhP,EWf,0.00906776096226268
EWoPW,WSEW,0.02720328288678804,N,EWoP,EWf,0.00906776096226268
EWePW,WSVW,0.05276563771613839,N,EWeP,EWf,0.017588545905379463
EWhPW,WSVW,0.05276563771613839,N,EWhP,EWf,0.017588545905379463
EWoPW,WSVW,0.05276563771613839,N,EWoP,EWf,0.017588545905379463
EWePW,WSSW,0.036614809941615985,N,EWeP,EWf,0.012204936647205329
EWhPW,WSSW,0.036614809941615985,N,EWhP,EWf,0.012204936647205329
EWoPW,WSSW,0.036614809941615985,N,EWoP,EWf,0.012204936647205329
EWePW,WVVW,0.082918211732099,N,EWeP,EWf,0.02763940391069966
EWhPW,WVVW,0.082918211732099,N,EWhP,EWf,0.02763940391069966
EWoPW,WVVW,0.082918211732099,N,EWoP,EWf,0.02763940391069966
EWePW,WVOW,0.07767442584343534,N,EWeP,EWf,0.025891475281145108
EWhPW,WVOW,0.07767442584343534,N,EWhP,EWf,0.025891475281145108
EWoPW,WVOW,0.07767442584343534,N,EWoP,EWf,0.025891475281145108
EWePW,WVRW,0.007804104497808448,N,EWeP,EWf,0.0026013681659361487
EWhPW,WVRW,0.007804104497808448,N,EWhP,EWf,0.0026013681659361487
EWoPW,WVRW,0.007804104497808448,N,EWoP,EWf,0.0026013681659361487
EWePW,WBAW,0.017717742118829233,N,EWeP,EWf,0.005905914039609743
EWhPW,WBAW,0.017717742118829233,N,EWhP,EWf,0.005905914039609743
EWoPW,WBAW,0.017717742118829233,N,EWoP,EWf,0.005905914039609743
EWePW,WOAW,0.02117720639778334,N,EWeP,EWf,0.007059068799261114
EWhPW,WOAW,0.02117720639778334,N,EWhP,EWf,0.007059068799261114
EWoPW,WOAW,0.02117720639778334,N,EWoP,EWf,0.007059068799261114
EWePW,WRAW,0.028415699886125318,N,EWeP,EWf,0.009471899962041772
EWhPW,WRAW,0.028415699886125318,N,EWhP,EWf,0.009471899962041772
EWoPW,WRAW,0.028415699886125318,N,EWoP,EWf,0.009471899962041772
EWePW,WVAW,0.032302840132580904,N,EWeP,EWf,0.010767613377526969
EWhPW,WVAW,0.032302840132580904,N,EWhP,EWf,0.010767613377526969
EWoPW,WVAW,0.032302840132580904,N,EWoP,EWf,0.010767613377526969
EWePW,WEAW,0.029750511330479658,N,EWeP,EWf,0.009916837110159886
EWhPW,WEAW,0.029750511330479658,N,EWhP,EWf,0.009916837110159886
EWoPW,WEAW,0.029750511330479658,N,EWoP,EWf,0.009916837110159886
EWePW,WFAW,0.017896597549875982,N,EWeP,EWf,0.0059655325166253275
EWhPW,WFAW,0.017896597549875982,N,EWhP,EWf,0.0059655325166253275
EWoPW,WFAW,0.017896597549875982,N,EWoP,EWf,0.0059655325166253275
EWePW,WGAW,0.040953107254090224,N,EWeP,EWf,0.013651035751363408
EWhPW,WGAW,0.040953107254090224,N,EWhP,EWf,0.013651035751363408
EWoPW,WGAW,0.040953107254090224,N,EWoP,EWf,0.013651035751363408
EWePW,WKAW,0.12775480995095273,N,EWeP,EWf,0.04258493665031758
EWhPW,WKAW,0.12775480995095273,N,EWhP,EWf,0.04258493665031758
EWoPW,WKAW,0.12775480995095273,N,EWoP,EWf,0.04258493665031758
EWePW,WMAW,0.031401985565980825,N,EWeP,EWf,0.01046732852199361
EWhPW,WMAW,0.031401985565980825,N,EWhP,EWf,0.01046732852199361
EWoPW,WMAW,0.031401985565980825,N,EWoP,EWf,0.01046732852199361
EWePW,WEBW,0.02543019731375054,N,EWeP,EWf,0.008476732437916848
EWhPW,WEBW,0.02543019731375054,N,EWhP,EWf,0.008476732437916848
EWoPW,WEBW,0.02543019731375054,N,EWoP,EWf,0.008476732437916848
EWePW,WOBW,0.021359954505086827,N,EWeP,EWf,0.007119984835028942
EWhPW,WOBW,0.021359954505086827,N,EWhP,EWf,0.007119984835028942
EWoPW,WOBW,0.021359954505086827,N,EWoP,EWf,0.007119984835028942
EWePW,WSBW,0.0317272543084741,N,EWeP,EWf,0.010575751436158031
EWhPW,WSBW,0.0317272543084741,N,EWhP,EWf,0.010575751436158031
EWoPW,WSBW,0.0317272543084741,N,EWoP,EWf,0.010575751436158031
EWePW,WVBW,0.03446804972307467,N,EWeP,EWf,0.011489349907691557
EWhPW,WVBW,0.03446804972307467,N,EWhP,EWf,0.011489349907691557
EWoPW,WVBW,0.03446804972307467,N,EWoP,EWf,0.011489349907691557
EWePW,WOEW,0.013294886118226056,N,EWeP,EWf,0.004431628706075353
EWhPW,WOEW,0.013294886118226056,N,EWhP,EWf,0.004431628706075353
EWoPW,WOEW,0.013294886118226056,N,EWoP,EWf,0.004431628706075353
EWePW,WVEW,0.0071295145782453205,N,EWeP,EWf,0.0023765048594151066
EWhPW,WVEW,0.0071295145782453205,N,EWhP,EWf,0.0023765048594151066
EWoPW,WVEW,0.0071295145782453205,N,EWoP,EWf,0.0023765048594151066
EWePW,WEFW,0.024678830909652054,N,EWeP,EWf,0.008226276969884018
EWhPW,WEFW,0.024678830909652054,N,EWhP,EWf,0.008226276969884018
EWoPW,WEFW,0.024678830909652054,N,EWoP,EWf,0.008226276969884018
EWePW,WOFW,0.01958871925703492,N,EWeP,EWf,0.006529573085678307
EWhPW,WOFW,0.01958871925703492,N,EWhP,EWf,0.006529573085678307
EWoPW,WOFW,0.01958871925703492,N,EWoP,EWf,0.006529573085678307
EWePW,WVFW,0.02683216135200379,N,EWeP,EWf,0.008944053784001264
EWhPW,WVFW,0.02683216135200379,N,EWhP,EWf,0.008944053784001264
EWoPW,WVFW,0.02683216135200379,N,EWoP,EWf,0.008944053784001264
EWePW,WRFW,0.010376155377465135,N,EWeP,EWf,0.003458718459155045
EWhPW,WRFW,0.010376155377465135,N,EWhP,EWf,0.003458718459155045
EWoPW,WRFW,0.010376155377465135,N,EWoP,EWf,0.003458718459155045
EWePW,WSFW,0.023344947067258776,N,EWeP,EWf,0.007781649022419592
EWhPW,WSFW,0.023344947067258776,N,EWhP,EWf,0.007781649022419592
EWoPW,WSFW,0.023344947067258776,N,EWoP,EWf,0.007781649022419592
EWePW,WKGW,0.024957177446084583,N,EWeP,EWf,0.008319059148694862
EWhPW,WKGW,0.024957177446084583,N,EWhP,EWf,0.008319059148694862
EWoPW,WKGW,0.024957177446084583,N,EWoP,EWf,0.008319059148694862
EWePW,WEKW,0.004074557476762406,N,EWeP,EWf,0.0013581858255874686
EWhPW,WEKW,0.004074557476762406,N,EWhP,EWf,0.0013581858255874686
EWoPW,WEKW,0.004074557476762406,N,EWoP,EWf,0.0013581858255874686
EWePW,WVOW,0.04798485846915687,N,EWeP,EWf,0.01599495282305229
EWhPW,WVOW,0.04798485846915687,N,EWhP,EWf,0.01599495282305229
EWoPW,WVOW,0.04798485846915687,N,EWoP,EWf,0.01599495282305229
EWePW,WROW,0.010197724896750205,N,EWeP,EWf,0.003399241632250068
EWhPW,WROW,0.010197724896750205,N,EWhP,EWf,0.003399241632250068
EWoPW,WROW,0.010197724896750205,N,EWoP,EWf,0.003399241632250068
EWePW,WESW,0.01813552192452536,N,EWeP,EWf,0.006045173974841786
EWhPW,WESW,0.01813552192452536,N,EWhP,EWf,0.006045173974841786
EWoPW,WESW,0.01813552192452536,N,EWoP,EWf,0.006045173974841786
EWePW,WVSW,0.01961520963110219,N,EWeP,EWf,0.006538403210367396
EWhPW,WVSW,0.01961520963110219,N,EWhP,EWf,0.006538403210367396
EWoPW,WVSW,0.01961520963110219,N,EWoP,EWf,0.006538403210367396
EWePW,WRVW,0.0073494964688098985,N,EWeP,EWf,0.002449832156269966
EWhPW,WRVW,0.0073494964688098985,N,EWhP,EWf,0.002449832156269966
EWoPW,WRVW,0.0073494964688098985,N,EWoP,EWf,0.002449832156269966
RJePW,WAW,0.06108297121058176,N,RJeP,RJf,0.03054148560529088
RJhPW,WAW,0.06108297121058176,N,RJhP,RJf,0.03054148560529088
RJoPW,WAW,0.06108297121058176,N,RJoP,RJf,0.03054148560529088
RJePW,WBW,0.2820572457262261,N,RJeP,RJf,0.14102862286311305
RJhPW,WBW,0.2820572457262261,N,RJhP,RJf,0.14102862286311305
RJoPW,WBW,0.2820572457262261,N,RJoP,RJf,0.14102862286311305
RJePW,WEW,0.1559032919189031,N,RJeP,RJf,0.07795164595945155
RJhPW,WEW,0.1559032919189031,N,RJhP,RJf,0.07795164595945155
RJoPW,WEW,0.1559032919189031,N,RJoP,RJf,0.07795164595945155
RJePW,WFW,0.26123332787920484,N,RJeP,RJf,0.13061666393960242
RJhPW,WFW,0.26123332787920484,N,RJhP,RJf,0.13061666393960242
RJoPW,WFW,0.26123332787920484,N,RJoP,RJf,0.13061666393960242
RJePW,WOW,0.2883187052463171,N,RJeP,RJf,0.14415935262315854
RJhPW,WOW,0.2883187052463171,N,RJhP,RJf,0.14415935262315854
RJoPW,WOW,0.2883187052463171,N,RJoP,RJf,0.14415935262315854
RJePW,WRW,0.029291078715411964,N,RJeP,RJf,0.014645539357705982
RJhPW,WRW,0.029291078715411964,N,RJhP,RJf,0.014645539357705982
RJoPW,WRW,0.029291078715411964,N,RJoP,RJf,0.014645539357705982
RJePW,WSW,0.08814225748711685,N,RJeP,RJf,0.04407112874355842
RJhPW,WSW,0.08814225748711685,N,RJhP,RJf,0.04407112874355842
RJoPW,WSW,0.08814225748711685,N,RJoP,RJf,0.04407112874355842
RJePW,WTW,0.03828962489311152,N,RJeP,RJf,0.01914481244655576
RJhPW,WTW,0.03828962489311152,N,RJhP,RJf,0.01914481244655576
RJoPW,WTW,0.03828962489311152,N,RJoP,RJf,0.01914481244655576
RJePW,WVW,0.36803507297157056,N,RJeP,RJf,0.18401753648578528
RJhPW,WVW,0.36803507297157056,N,RJhP,RJf,0.18401753648578528
RJoPW,WVW,0.36803507297157056,N,RJoP,RJf,0.18401753648578528
RJePW,WBBW,0.2231232420300995,N,RJeP,RJf,0.07437441401003317
RJhPW,WBBW,0.2231232420300995,N,RJhP,RJf,0.07437441401003317
RJoPW,WBBW,0.2231232420300995,N,RJoP,RJf,0.07437441401003317
RJePW,WBVW,0.02333548719092831,N,RJeP,RJf,0.007778495730309438
RJhPW,WBVW,0.02333548719092831,N,RJhP,RJf,0.007778495730309438
RJoPW,WBVW,0.02333548719092831,N,RJoP,RJf,0.007778495730309438
RJePW,WEEW,0.133552197664883,N,RJeP,RJf,0.04451739922162767
RJhPW,WEEW,0.133552197664883,N,RJhP,RJf,0.04451739922162767
RJoPW,WEEW,0.133552197664883,N,RJoP,RJf,0.04451739922162767
RJePW,WEOW,0.011658907269061837,N,RJeP,RJf,0.0038863024230206132
RJhPW,WEOW,0.011658907269061837,N,RJhP,RJf,0.0038863024230206132
RJoPW,WEOW,0.011658907269061837,N,RJoP,RJf,0.0038863024230206132
RJePW,WEVW,0.04966160769230249,N,RJeP,RJf,0.016553869230767498
RJhPW,WEVW,0.04966160769230249,N,RJhP,RJf,0.016553869230767498
RJoPW,WEVW,0.04966160769230249,N,RJoP,RJf,0.016553869230767498
RJePW,WFFW,0.13366530932419424,N,RJeP,RJf,0.04455510310806475
RJhPW,WFFW,0.13366530932419424,N,RJhP,RJf,0.04455510310806475
RJoPW,WFFW,0.13366530932419424,N,RJoP,RJf,0.04455510310806475
RJePW,WFBW,0.1283894562000504,N,RJeP,RJf,0.0427964854000168
RJhPW,WFBW,0.1283894562000504,N,RJhP,RJf,0.0427964854000168
RJoPW,WFBW,0.1283894562000504,N,RJoP,RJf,0.0427964854000168
RJePW,WOOW,0.1668062512754135,N,RJeP,RJf,0.05560208375847117
RJhPW,WOOW,0.1668062512754135,N,RJhP,RJf,0.05560208375847117
RJoPW,WOOW,0.1668062512754135,N,RJoP,RJf,0.05560208375847117
RJePW,WORW,0.08250935222942644,N,RJeP,RJf,0.027503117409808816
RJhPW,WORW,0.08250935222942644,N,RJhP,RJf,0.027503117409808816
RJoPW,WORW,0.08250935222942644,N,RJoP,RJf,0.027503117409808816
RJePW,WSBW,0.08439182829927584,N,RJeP,RJf,0.02813060943309195
RJhPW,WSBW,0.08439182829927584,N,RJhP,RJf,0.02813060943309195
RJoPW,WSBW,0.08439182829927584,N,RJoP,RJf,0.02813060943309195
RJePW,WVVW,0.2489316115826856,N,RJeP,RJf,0.0829772038608952
RJhPW,WVVW,0.2489316115826856,N,RJhP,RJf,0.0829772038608952
RJoPW,WVVW,0.2489316115826856,N,RJoP,RJf,0.0829772038608952
RJePW,WVOW,0.1403269943373292,N,RJeP,RJf,0.04677566477910973
RJhPW,WVOW,0.1403269943373292,N,RJhP,RJf,0.04677566477910973
RJoPW,WVOW,0.1403269943373292,N,RJoP,RJf,0.04677566477910973
RJePW,WVBW,0.023806911174583428,N,RJeP,RJf,0.007935637058194476
RJhPW,WVBW,0.023806911174583428,N,RJhP,RJf,0.007935637058194476
RJoPW,WVBW,0.023806911174583428,N,RJoP,RJf,0.007935637058194476
RJePW,WFBW,0.05644930089741122,N,RJeP,RJf,0.01881643363247041
RJhPW,WFBW,0.05644930089741122,N,RJhP,RJf,0.01881643363247041
RJoPW,WFBW,0.05644930089741122,N,RJoP,RJf,0.01881643363247041
RJePW,WOEW,0.03301123552427854,N,RJeP,RJf,0.011003745174759513
RJhPW,WOEW,0.03301123552427854,N,RJhP,RJf,0.011003745174759513
RJoPW,WOEW,0.03301123552427854,N,RJoP,RJf,0.011003745174759513
RJePW,WVEW,0.02941738544830657,N,RJeP,RJf,0.009805795149435524
RJhPW,WVEW,0.02941738544830657,N,RJhP,RJf,0.009805795149435524
RJoPW,WVEW,0.02941738544830657,N,RJoP,RJf,0.009805795149435524
RJePW,WVOW,0.14562728301088865,N,RJeP,RJf,0.04854242767029621
RJhPW,WVOW,0.14562728301088865,N,RJhP,RJf,0.04854242767029621
RJoPW,WVOW,0.14562728301088865,N,RJoP,RJf,0.04854242767029621
RJePW,WROW,0.04641151062905237,N,RJeP,RJf,0.015470503543017456
RJhPW,WROW,0.04641151062905237,N,RJhP,RJf,0.015470503543017456
RJoPW,WROW,0.04641151062905237,N,RJoP,RJf,0.015470503543017456
KIePM,WBW,0.1917439609239906,N,KIeP,KI,0.0958719804619953
KIePW,WBW,0.1917439609239906,N,KIeP,KI,0.0958719804619953
KIhPM,WBW,0.1917439609239906,N,KIhP,KI,0.0958719804619953
KIhPW,WBW,0.1917439609239906,N,KIhP,KI,0.0958719804619953
KIoPM,WBW,0.1917439609239906,N,KIoP,KI,0.0958719804619953
KIoPW,WBW,0.1917439609239906,N,KIoP,KI,0.0958719804619953
KIePM,WFW,0.1278449710299966,N,KIeP,KI,0.0639224855149983
KIePW,WFW,0.1278449710299966,N,KIeP,KI,0.0639224855149983
KIhPM,WFW,0.1278449710299966,N,KIhP,KI,0.0639224855149983
KIhPW,WFW,0.1278449710299966,N,KIhP,KI,0.0639224855149983
KIoPM,WFW,0.1278449710299966,N,KIoP,KI,0.0639224855149983
KIoPW,WFW,0.1278449710299966,N,KIoP,KI,0.0639224855149983
KIePM,WGW,0.09921052710843603,N,KIeP,KI,0.049605263554218015
KIePW,WGW,0.09921052710843603,N,KIeP,KI,0.049605263554218015
KIhPM,WGW,0.09921052710843603,N,KIhP,KI,0.049605263554218015
KIhPW,WGW,0.09921052710843603,N,KIhP,KI,0.049605263554218015
KIoPM,WGW,0.09921052710843603,N,KIoP,KI,0.049605263554218015
KIoPW,WGW,0.09921052710843603,N,KIoP,KI,0.049605263554218015
KIePM,WKW,0.7993243304881479,N,KIeP,KI,0.3996621652440739
KIePW,WKW,0.7993243304881479,N,KIeP,KI,0.3996621652440739
KIhPM,WKW,0.7993243304881479,N,KIhP,KI,0.3996621652440739
KIhPW,WKW,0.7993243304881479,N,KIhP,KI,0.3996621652440739
KIoPM,WKW,0.7993243304881479,N,KIoP,KI,0.3996621652440739
KIoPW,WKW,0.7993243304881479,N,KIoP,KI,0.3996621652440739
KIePM,WOW,0.07926093047697179,N,KIeP,KI,0.03963046523848589
KIePW,WOW,0.07926093047697179,N,KIeP,KI,0.03963046523848589
KIhPM,WOW,0.07926093047697179,N,KIhP,KI,0.03963046523848589
KIhPW,WOW,0.07926093047697179,N,KIhP,KI,0.03963046523848589
KIoPM,WOW,0.07926093047697179,N,KIoP,KI,0.03963046523848589
KIoPW,WOW,0.07926093047697179,N,KIoP,KI,0.03963046523848589
KIePM,WSW,0.17363385932971875,N,KIeP,KI,0.08681692966485938
KIePW,WSW,0.17363385932971875,N,KIeP,KI,0.08681692966485938
KIhPM,WSW,0.17363385932971875,N,KIhP,KI,0.08681692966485938
KIhPW,WSW,0.17363385932971875,N,KIhP,KI,0.08681692966485938
KIoPM,WSW,0.17363385932971875,N,KIoP,KI,0.08681692966485938
KIoPW,WSW,0.17363385932971875,N,KIoP,KI,0.08681692966485938
KIePM,WVW,0.088765713025209,N,KIeP,KI,0.0443828565126045
KIePW,WVW,0.088765713025209,N,KIeP,KI,0.0443828565126045
KIhPM,WVW,0.088765713025209,N,KIhP,KI,0.0443828565126045
KIhPW,WVW,0.088765713025209,N,KIhP,KI,0.0443828565126045
KIoPM,WVW,0.088765713025209,N,KIoP,KI,0.0443828565126045
KIoPW,WVW,0.088765713025209,N,KIoP,KI,0.0443828565126045
KIePM,WBBW,0.07831141461542747,N,KIeP,KI,0.02610380487180916
KIePW,WBBW,0.07831141461542747,N,KIeP,KI,0.02610380487180916
KIhPM,WBBW,0.07831141461542747,N,KIhP,KI,0.02610380487180916
KIhPW,WBBW,0.07831141461542747,N,KIhP,KI,0.02610380487180916
KIoPM,WBBW,0.07831141461542747,N,KIoP,KI,0.02610380487180916
KIoPW,WBBW,0.07831141461542747,N,KIoP,KI,0.02610380487180916
KIePM,WFFW,0.06248912434778073,N,KIeP,KI,0.02082970811592691
KIePW,WFFW,0.06248912434778073,N,KIeP,KI,0.02082970811592691
KIhPM,WFFW,0.06248912434778073,N,KIhP,KI,0.02082970811592691
KIhPW,WFFW,0.06248912434778073,N,KIhP,KI,0.02082970811592691
KIoPM,WFFW,0.06248912434778073,N,KIoP,KI,0.02082970811592691
KIoPW,WFFW,0.06248912434778073,N,KIoP,KI,0.02082970811592691
KIePM,WKBW,0.2864014224811178,N,KIeP,KI,0.09546714082703923
KIePW,WKBW,0.2864014224811178,N,KIeP,KI,0.09546714082703923
KIhPM,WKBW,0.2864014224811178,N,KIhP,KI,0.09546714082703923
KIhPW,WKBW,0.2864014224811178,N,KIhP,KI,0.09546714082703923
KIoPM,WKBW,0.2864014224811178,N,KIoP,KI,0.09546714082703923
